VendorName,Brand,Category,PurchasePrice,ActualPrice,QuantitySold,QuantityOnHand,TotalSales,TotalPurchaseCost,GrossProfit,PurchaseDate,Month,MonthName,Quarter,Year,ProfitMargin,MarkupRatio
Delta Traders,Brand D,Clothing,303.82,444.35,158,439,70207.3,48003.56,22203.74,2023-06-28,6,Jun,2,2023,31.63,1.463
Heritage Inc.,Brand H,Sporting Goods,258.1,601.44,105,326,63151.2,27100.5,36050.7,2023-07-16,7,Jul,3,2023,57.09,2.33
Heritage Inc.,Brand H,Food & Beverage,181.7,249.9,150,169,37485.0,27255.0,10230.0,2023-08-21,8,Aug,3,2023,27.29,1.375
Eagle Exports,Brand E,Furniture,457.34,1109.61,117,38,129824.37,53508.78,76315.59,2023-08-08,8,Aug,3,2023,58.78,2.426
Delta Traders,Brand D,Furniture,176.49,244.95,43,68,10532.85,7589.07,2943.78,2023-03-31,3,Mar,1,2023,27.95,1.388
Blue Ridge Co.,Brand B,Sporting Goods,233.25,456.97,112,235,51180.64,26124.0,25056.64,2023-05-02,5,May,2,2023,48.96,1.959
Cardinal Goods,Brand C,Clothing,342.28,483.41,115,47,55592.15,39362.2,16229.95,2023-07-12,7,Jul,3,2023,29.19,1.412
Cardinal Goods,Brand C,Health & Beauty,276.08,514.6,27,380,13894.2,7454.16,6440.04,2023-01-14,1,Jan,1,2023,46.35,1.864
Delta Traders,Brand D,Furniture,179.97,370.3,37,56,13701.1,6658.89,7042.21,2023-06-21,6,Jun,2,2023,51.4,2.058
Delta Traders,Brand D,Clothing,223.47,305.33,46,276,14045.18,10279.62,3765.56,2023-08-27,8,Aug,3,2023,26.81,1.366
Junction LLC,Brand J,Sporting Goods,399.3,730.42,113,337,82537.46,45120.9,37416.56,2023-03-09,3,Mar,1,2023,45.33,1.829
Eagle Exports,Brand E,Electronics,146.28,256.97,35,98,8993.95,5119.8,3874.15,2023-04-17,4,Apr,2,2023,43.08,1.757
Delta Traders,Brand D,Health & Beauty,79.71,95.61,132,403,12620.52,10521.72,2098.8,2023-03-01,3,Mar,1,2023,16.63,1.199
Junction LLC,Brand J,Food & Beverage,163.45,367.05,80,14,29364.0,13076.0,16288.0,2023-04-18,4,Apr,2,2023,55.47,2.246
Heritage Inc.,Brand H,Furniture,426.27,669.22,80,324,53537.6,34101.6,19436.0,2023-11-22,11,Nov,4,2023,36.3,1.57
FairWay Corp.,Brand F,Clothing,53.6,102.08,154,460,15720.32,8254.4,7465.92,2023-05-22,5,May,2,2023,47.49,1.904
FairWay Corp.,Brand F,Electronics,495.93,902.94,121,178,109255.74,60007.53,49248.21,2023-02-25,2,Feb,1,2023,45.08,1.821
Heritage Inc.,Brand H,Food & Beverage,275.09,500.27,147,331,73539.69,40438.23,33101.46,2023-04-16,4,Apr,2,2023,45.01,1.819
Global Mart,Brand G,Office Supplies,492.57,615.77,122,61,75123.94,60093.54,15030.4,2023-02-10,2,Feb,1,2023,20.01,1.25
Junction LLC,Brand J,Clothing,470.11,795.84,81,118,64463.04,38078.91,26384.13,2023-06-28,6,Jun,2,2023,40.93,1.693
Junction LLC,Brand J,Clothing,231.88,401.92,173,468,69532.16,40115.24,29416.92,2023-08-05,8,Aug,3,2023,42.31,1.733
Heritage Inc.,Brand H,Food & Beverage,107.26,228.15,154,36,35135.1,16518.04,18617.06,2023-10-01,10,Oct,4,2023,52.99,2.127
Blue Ridge Co.,Brand B,Electronics,90.79,206.64,150,133,30996.0,13618.5,17377.5,2023-09-27,9,Sep,3,2023,56.06,2.276
Icon Wholesale,Brand I,Office Supplies,127.59,237.7,119,454,28286.3,15183.21,13103.09,2023-03-10,3,Mar,1,2023,46.32,1.863
Apex Supplies,Brand A,Sporting Goods,357.96,437.25,58,25,25360.5,20761.68,4598.82,2023-08-15,8,Aug,3,2023,18.13,1.222
Heritage Inc.,Brand H,Electronics,143.75,205.79,63,489,12964.77,9056.25,3908.52,2023-11-07,11,Nov,4,2023,30.15,1.432
Delta Traders,Brand D,Health & Beauty,177.3,235.97,156,495,36811.32,27658.8,9152.52,2023-08-21,8,Aug,3,2023,24.86,1.331
Delta Traders,Brand D,Furniture,229.9,293.0,193,7,56549.0,44370.7,12178.3,2023-11-14,11,Nov,4,2023,21.54,1.274
Eagle Exports,Brand E,Food & Beverage,457.48,737.58,172,456,126863.76,78686.56,48177.2,2023-02-04,2,Feb,1,2023,37.98,1.612
Heritage Inc.,Brand H,Sporting Goods,102.8,146.09,100,474,14609.0,10280.0,4329.0,2023-08-10,8,Aug,3,2023,29.63,1.421
Eagle Exports,Brand E,Office Supplies,12.46,17.51,171,3,2994.21,2130.66,863.55,2023-09-15,9,Sep,3,2023,28.84,1.405
Heritage Inc.,Brand H,Food & Beverage,39.45,46.42,165,20,7659.3,6509.25,1150.05,2023-08-14,8,Aug,3,2023,15.02,1.177
Junction LLC,Brand J,Food & Beverage,453.34,509.89,66,414,33652.74,29920.44,3732.3,2023-09-12,9,Sep,3,2023,11.09,1.125
Apex Supplies,Brand A,Electronics,327.28,407.1,145,148,59029.5,47455.6,11573.9,2023-07-21,7,Jul,3,2023,19.61,1.244
Junction LLC,Brand J,Furniture,143.79,192.83,168,487,32395.44,24156.72,8238.72,2023-03-28,3,Mar,1,2023,25.43,1.341
Icon Wholesale,Brand I,Health & Beauty,96.82,164.92,166,24,27376.72,16072.12,11304.6,2023-10-26,10,Oct,4,2023,41.29,1.703
FairWay Corp.,Brand F,Clothing,154.19,279.81,85,486,23783.85,13106.15,10677.7,2023-06-03,6,Jun,2,2023,44.89,1.815
Cardinal Goods,Brand C,Clothing,66.25,85.91,189,142,16236.99,12521.25,3715.74,2023-11-30,11,Nov,4,2023,22.88,1.297
Heritage Inc.,Brand H,Food & Beverage,471.35,798.8,137,244,109435.6,64574.95,44860.65,2023-04-07,4,Apr,2,2023,40.99,1.695
Icon Wholesale,Brand I,Furniture,394.26,622.32,189,418,117618.48,74515.14,43103.34,2023-07-14,7,Jul,3,2023,36.65,1.578
FairWay Corp.,Brand F,Office Supplies,236.57,320.98,144,432,46221.12,34066.08,12155.04,2023-07-18,7,Jul,3,2023,26.3,1.357
Global Mart,Brand G,Office Supplies,433.83,481.37,123,42,59208.51,53361.09,5847.42,2023-06-25,6,Jun,2,2023,9.88,1.11
Apex Supplies,Brand A,Sporting Goods,132.23,231.91,2,424,463.82,264.46,199.36,2023-03-28,3,Mar,1,2023,42.98,1.754
Eagle Exports,Brand E,Electronics,361.39,744.43,106,292,78909.58,38307.34,40602.24,2023-08-01,8,Aug,3,2023,51.45,2.06
Eagle Exports,Brand E,Furniture,429.5,608.51,108,184,65719.08,46386.0,19333.08,2023-06-22,6,Jun,2,2023,29.42,1.417
Junction LLC,Brand J,Furniture,184.82,237.41,72,41,17093.52,13307.04,3786.48,2023-11-28,11,Nov,4,2023,22.15,1.285
Delta Traders,Brand D,Electronics,381.16,892.62,171,430,152638.02,65178.36,87459.66,2023-09-13,9,Sep,3,2023,57.3,2.342
FairWay Corp.,Brand F,Office Supplies,154.59,229.57,126,91,28925.82,19478.34,9447.48,2023-07-18,7,Jul,3,2023,32.66,1.485
Global Mart,Brand G,Office Supplies,156.44,221.06,170,316,37580.2,26594.8,10985.4,2023-04-04,4,Apr,2,2023,29.23,1.413
Icon Wholesale,Brand I,Office Supplies,62.46,143.65,57,397,8188.05,3560.22,4627.83,2023-07-23,7,Jul,3,2023,56.52,2.3
Apex Supplies,Brand A,Food & Beverage,225.63,506.3,81,323,41010.3,18276.03,22734.27,2023-12-10,12,Dec,4,2023,55.44,2.244
FairWay Corp.,Brand F,Furniture,367.56,635.03,195,52,123830.85,71674.2,52156.65,2023-03-19,3,Mar,1,2023,42.12,1.728
Global Mart,Brand G,Clothing,470.71,840.19,158,83,132750.02,74372.18,58377.84,2023-09-29,9,Sep,3,2023,43.98,1.785
Cardinal Goods,Brand C,Electronics,305.86,429.69,141,33,60586.29,43126.26,17460.03,2023-07-23,7,Jul,3,2023,28.82,1.405
Heritage Inc.,Brand H,Office Supplies,432.94,523.69,19,75,9950.11,8225.86,1724.25,2023-10-26,10,Oct,4,2023,17.33,1.21
Eagle Exports,Brand E,Sporting Goods,413.02,785.9,7,352,5501.3,2891.14,2610.16,2023-01-25,1,Jan,1,2023,47.45,1.903
Icon Wholesale,Brand I,Office Supplies,94.94,117.51,137,407,16098.87,13006.78,3092.09,2023-09-23,9,Sep,3,2023,19.21,1.238
Eagle Exports,Brand E,Office Supplies,248.05,428.87,54,403,23158.98,13394.7,9764.28,2023-09-06,9,Sep,3,2023,42.16,1.729
Icon Wholesale,Brand I,Health & Beauty,67.29,162.62,104,196,16912.48,6998.16,9914.32,2023-02-26,2,Feb,1,2023,58.62,2.417
Junction LLC,Brand J,Food & Beverage,344.26,837.92,86,485,72061.12,29606.36,42454.76,2023-04-18,4,Apr,2,2023,58.91,2.434
Delta Traders,Brand D,Electronics,475.45,682.3,82,285,55948.6,38986.9,16961.7,2023-08-13,8,Aug,3,2023,30.32,1.435
Icon Wholesale,Brand I,Health & Beauty,77.17,152.31,61,87,9290.91,4707.37,4583.54,2023-10-08,10,Oct,4,2023,49.33,1.974
Eagle Exports,Brand E,Health & Beauty,369.6,651.87,87,234,56712.69,32155.2,24557.49,2023-07-03,7,Jul,3,2023,43.3,1.764
Junction LLC,Brand J,Sporting Goods,319.8,743.84,2,231,1487.68,639.6,848.08,2023-01-29,1,Jan,1,2023,57.01,2.326
Icon Wholesale,Brand I,Furniture,295.97,438.04,178,6,77971.12,52682.66,25288.46,2023-08-24,8,Aug,3,2023,32.43,1.48
Cardinal Goods,Brand C,Sporting Goods,201.16,222.32,31,291,6891.92,6235.96,655.96,2023-05-01,5,May,2,2023,9.52,1.105
Delta Traders,Brand D,Furniture,184.01,244.29,33,37,8061.57,6072.33,1989.24,2023-12-10,12,Dec,4,2023,24.68,1.328
Icon Wholesale,Brand I,Furniture,32.17,51.13,80,463,4090.4,2573.6,1516.8,2023-12-27,12,Dec,4,2023,37.08,1.589
Junction LLC,Brand J,Electronics,116.78,180.08,11,51,1980.88,1284.58,696.3,2023-10-24,10,Oct,4,2023,35.15,1.542
FairWay Corp.,Brand F,Office Supplies,17.44,38.51,161,142,6200.11,2807.84,3392.27,2023-05-17,5,May,2,2023,54.71,2.208
Blue Ridge Co.,Brand B,Electronics,294.89,605.35,128,429,77484.8,37745.92,39738.88,2023-09-30,9,Sep,3,2023,51.29,2.053
Global Mart,Brand G,Food & Beverage,61.87,94.0,135,406,12690.0,8352.45,4337.55,2023-05-26,5,May,2,2023,34.18,1.519
Blue Ridge Co.,Brand B,Furniture,437.78,762.11,128,395,97550.08,56035.84,41514.24,2023-03-16,3,Mar,1,2023,42.56,1.741
Blue Ridge Co.,Brand B,Health & Beauty,266.34,328.61,31,220,10186.91,8256.54,1930.37,2023-09-30,9,Sep,3,2023,18.95,1.234
Apex Supplies,Brand A,Office Supplies,352.85,831.81,176,427,146398.56,62101.6,84296.96,2023-09-09,9,Sep,3,2023,57.58,2.357
Cardinal Goods,Brand C,Clothing,211.32,509.2,126,239,64159.2,26626.32,37532.88,2023-05-04,5,May,2,2023,58.5,2.41
FairWay Corp.,Brand F,Food & Beverage,284.68,703.65,47,142,33071.55,13379.96,19691.59,2023-08-10,8,Aug,3,2023,59.54,2.472
Heritage Inc.,Brand H,Electronics,471.9,1092.91,181,348,197816.71,85413.9,112402.81,2023-11-10,11,Nov,4,2023,56.82,2.316
Icon Wholesale,Brand I,Sporting Goods,50.54,67.9,107,492,7265.3,5407.78,1857.52,2023-08-24,8,Aug,3,2023,25.57,1.343
Global Mart,Brand G,Food & Beverage,134.43,156.57,19,362,2974.83,2554.17,420.66,2023-01-21,1,Jan,1,2023,14.14,1.165
Delta Traders,Brand D,Food & Beverage,392.19,749.65,81,381,60721.65,31767.39,28954.26,2023-06-13,6,Jun,2,2023,47.68,1.911
FairWay Corp.,Brand F,Office Supplies,58.38,138.81,123,48,17073.63,7180.74,9892.89,2023-10-09,10,Oct,4,2023,57.94,2.378
Eagle Exports,Brand E,Food & Beverage,47.07,63.46,134,276,8503.64,6307.38,2196.26,2023-07-16,7,Jul,3,2023,25.83,1.348
Heritage Inc.,Brand H,Food & Beverage,187.16,207.72,107,270,22226.04,20026.12,2199.92,2023-11-23,11,Nov,4,2023,9.9,1.11
Apex Supplies,Brand A,Clothing,55.16,122.88,49,13,6021.12,2702.84,3318.28,2023-01-12,1,Jan,1,2023,55.11,2.228
Apex Supplies,Brand A,Sporting Goods,296.69,358.26,73,297,26152.98,21658.37,4494.61,2023-05-05,5,May,2,2023,17.19,1.208
FairWay Corp.,Brand F,Sporting Goods,120.87,202.96,50,491,10148.0,6043.5,4104.5,2023-08-24,8,Aug,3,2023,40.45,1.679
Junction LLC,Brand J,Sporting Goods,448.89,920.42,81,463,74554.02,36360.09,38193.93,2023-10-05,10,Oct,4,2023,51.23,2.05
Blue Ridge Co.,Brand B,Furniture,393.92,563.9,95,14,53570.5,37422.4,16148.1,2023-11-03,11,Nov,4,2023,30.14,1.432
Eagle Exports,Brand E,Health & Beauty,352.86,429.62,12,233,5155.44,4234.32,921.12,2023-09-10,9,Sep,3,2023,17.87,1.218
Apex Supplies,Brand A,Sporting Goods,312.3,680.2,23,62,15644.6,7182.9,8461.7,2023-01-27,1,Jan,1,2023,54.09,2.178
Global Mart,Brand G,Food & Beverage,433.1,858.51,54,195,46359.54,23387.4,22972.14,2023-06-21,6,Jun,2,2023,49.55,1.982
Apex Supplies,Brand A,Food & Beverage,119.3,296.33,118,26,34966.94,14077.4,20889.54,2023-08-13,8,Aug,3,2023,59.74,2.484
Delta Traders,Brand D,Sporting Goods,437.82,692.64,197,470,136450.08,86250.54,50199.54,2023-08-27,8,Aug,3,2023,36.79,1.582
Icon Wholesale,Brand I,Office Supplies,396.85,470.85,59,92,27780.15,23414.15,4366.0,2023-07-08,7,Jul,3,2023,15.72,1.186
Apex Supplies,Brand A,Sporting Goods,376.6,801.44,164,104,131436.16,61762.4,69673.76,2023-05-15,5,May,2,2023,53.01,2.128
Delta Traders,Brand D,Food & Beverage,285.02,521.71,3,308,1565.13,855.06,710.07,2023-02-03,2,Feb,1,2023,45.37,1.83
FairWay Corp.,Brand F,Furniture,130.66,182.73,58,51,10598.34,7578.28,3020.06,2023-10-18,10,Oct,4,2023,28.5,1.399
FairWay Corp.,Brand F,Electronics,217.54,477.37,183,318,87358.71,39809.82,47548.89,2023-10-22,10,Oct,4,2023,54.43,2.194
Heritage Inc.,Brand H,Electronics,398.85,552.51,57,456,31493.07,22734.45,8758.62,2023-09-28,9,Sep,3,2023,27.81,1.385
Apex Supplies,Brand A,Sporting Goods,25.57,37.46,145,180,5431.7,3707.65,1724.05,2023-07-30,7,Jul,3,2023,31.74,1.465
Global Mart,Brand G,Clothing,393.2,483.46,167,56,80737.82,65664.4,15073.42,2023-06-01,6,Jun,2,2023,18.67,1.23
Apex Supplies,Brand A,Sporting Goods,127.63,211.76,90,119,19058.4,11486.7,7571.7,2023-05-28,5,May,2,2023,39.73,1.659
Global Mart,Brand G,Office Supplies,80.71,136.12,196,307,26679.52,15819.16,10860.36,2023-01-31,1,Jan,1,2023,40.71,1.687
Cardinal Goods,Brand C,Sporting Goods,66.69,121.4,55,362,6677.0,3667.95,3009.05,2023-02-08,2,Feb,1,2023,45.07,1.82
Heritage Inc.,Brand H,Electronics,23.35,48.86,45,42,2198.7,1050.75,1147.95,2023-12-30,12,Dec,4,2023,52.21,2.093
Cardinal Goods,Brand C,Food & Beverage,266.56,631.36,1,134,631.36,266.56,364.8,2023-10-10,10,Oct,4,2023,57.78,2.369
Apex Supplies,Brand A,Sporting Goods,116.95,151.2,21,372,3175.2,2455.95,719.25,2023-12-03,12,Dec,4,2023,22.65,1.293
Heritage Inc.,Brand H,Food & Beverage,494.82,581.95,21,425,12220.95,10391.22,1829.73,2023-10-05,10,Oct,4,2023,14.97,1.176
Cardinal Goods,Brand C,Food & Beverage,291.47,328.18,52,259,17065.36,15156.44,1908.92,2023-10-18,10,Oct,4,2023,11.19,1.126
Blue Ridge Co.,Brand B,Clothing,77.56,100.91,82,196,8274.62,6359.92,1914.7,2023-10-23,10,Oct,4,2023,23.14,1.301
Apex Supplies,Brand A,Food & Beverage,347.49,702.32,171,132,120096.72,59420.79,60675.93,2023-01-05,1,Jan,1,2023,50.52,2.021
Cardinal Goods,Brand C,Electronics,449.89,953.08,180,458,171554.4,80980.2,90574.2,2023-07-04,7,Jul,3,2023,52.8,2.118
Blue Ridge Co.,Brand B,Furniture,375.14,825.72,67,254,55323.24,25134.38,30188.86,2023-07-18,7,Jul,3,2023,54.57,2.201
Blue Ridge Co.,Brand B,Furniture,47.46,68.4,113,488,7729.2,5362.98,2366.22,2023-05-24,5,May,2,2023,30.61,1.441
FairWay Corp.,Brand F,Health & Beauty,448.98,686.15,44,219,30190.6,19755.12,10435.48,2023-03-16,3,Mar,1,2023,34.57,1.528
Apex Supplies,Brand A,Office Supplies,399.03,708.83,160,335,113412.8,63844.8,49568.0,2023-10-14,10,Oct,4,2023,43.71,1.776
Blue Ridge Co.,Brand B,Sporting Goods,87.57,104.07,10,40,1040.7,875.7,165.0,2023-07-26,7,Jul,3,2023,15.85,1.188
FairWay Corp.,Brand F,Office Supplies,35.38,69.19,64,477,4428.16,2264.32,2163.84,2023-01-14,1,Jan,1,2023,48.87,1.956
Cardinal Goods,Brand C,Electronics,283.08,701.25,69,387,48386.25,19532.52,28853.73,2023-04-16,4,Apr,2,2023,59.63,2.477
Delta Traders,Brand D,Food & Beverage,86.46,138.78,68,254,9437.04,5879.28,3557.76,2023-05-04,5,May,2,2023,37.7,1.605
Apex Supplies,Brand A,Furniture,418.95,902.41,28,1,25267.48,11730.6,13536.88,2023-08-22,8,Aug,3,2023,53.57,2.154
Heritage Inc.,Brand H,Office Supplies,185.58,334.05,181,493,60463.05,33589.98,26873.07,2023-09-11,9,Sep,3,2023,44.45,1.8
Global Mart,Brand G,Electronics,457.32,584.88,116,194,67846.08,53049.12,14796.96,2023-05-23,5,May,2,2023,21.81,1.279
Global Mart,Brand G,Furniture,287.19,550.01,51,241,28050.51,14646.69,13403.82,2023-06-04,6,Jun,2,2023,47.78,1.915
Cardinal Goods,Brand C,Food & Beverage,99.51,151.24,181,148,27374.44,18011.31,9363.13,2023-06-08,6,Jun,2,2023,34.2,1.52
Junction LLC,Brand J,Office Supplies,78.4,90.02,4,197,360.08,313.6,46.48,2023-02-12,2,Feb,1,2023,12.91,1.148
Junction LLC,Brand J,Furniture,292.47,581.69,79,298,45953.51,23105.13,22848.38,2023-05-13,5,May,2,2023,49.72,1.989
Cardinal Goods,Brand C,Sporting Goods,383.32,882.6,17,244,15004.2,6516.44,8487.76,2023-09-10,9,Sep,3,2023,56.57,2.303
Blue Ridge Co.,Brand B,Sporting Goods,392.94,621.9,108,337,67165.2,42437.52,24727.68,2023-08-27,8,Aug,3,2023,36.82,1.583
Apex Supplies,Brand A,Health & Beauty,145.12,238.93,195,107,46591.35,28298.4,18292.95,2023-03-10,3,Mar,1,2023,39.26,1.646
Global Mart,Brand G,Health & Beauty,110.08,258.41,74,452,19122.34,8145.92,10976.42,2023-05-01,5,May,2,2023,57.4,2.347
Global Mart,Brand G,Furniture,18.21,40.77,175,392,7134.75,3186.75,3948.0,2023-05-31,5,May,2,2023,55.33,2.239
Blue Ridge Co.,Brand B,Electronics,342.81,720.22,184,211,132520.48,63077.04,69443.44,2023-06-14,6,Jun,2,2023,52.4,2.101
Global Mart,Brand G,Sporting Goods,47.52,68.82,23,155,1582.86,1092.96,489.9,2023-03-10,3,Mar,1,2023,30.95,1.448
Heritage Inc.,Brand H,Electronics,216.17,513.25,18,25,9238.5,3891.06,5347.44,2023-04-23,4,Apr,2,2023,57.88,2.374
Apex Supplies,Brand A,Electronics,304.82,401.2,129,81,51754.8,39321.78,12433.02,2023-04-29,4,Apr,2,2023,24.02,1.316
Icon Wholesale,Brand I,Furniture,469.18,927.79,35,82,32472.65,16421.3,16051.35,2023-07-20,7,Jul,3,2023,49.43,1.977
Global Mart,Brand G,Electronics,162.78,185.62,64,130,11879.68,10417.92,1461.76,2023-07-07,7,Jul,3,2023,12.3,1.14
Cardinal Goods,Brand C,Sporting Goods,132.39,264.94,186,328,49278.84,24624.54,24654.3,2023-02-05,2,Feb,1,2023,50.03,2.001
Heritage Inc.,Brand H,Food & Beverage,330.54,491.84,59,99,29018.56,19501.86,9516.7,2023-05-27,5,May,2,2023,32.8,1.488
Global Mart,Brand G,Health & Beauty,313.43,542.09,1,255,542.09,313.43,228.66,2023-11-27,11,Nov,4,2023,42.18,1.73
Heritage Inc.,Brand H,Food & Beverage,172.73,273.5,131,478,35828.5,22627.63,13200.87,2023-06-12,6,Jun,2,2023,36.84,1.583
FairWay Corp.,Brand F,Electronics,464.77,623.66,67,48,41785.22,31139.59,10645.63,2023-10-28,10,Oct,4,2023,25.48,1.342
Icon Wholesale,Brand I,Food & Beverage,423.98,835.57,37,400,30916.09,15687.26,15228.83,2023-08-28,8,Aug,3,2023,49.26,1.971
Eagle Exports,Brand E,Sporting Goods,119.75,279.59,29,62,8108.11,3472.75,4635.36,2023-07-17,7,Jul,3,2023,57.17,2.335
Cardinal Goods,Brand C,Sporting Goods,127.18,310.66,89,310,27648.74,11319.02,16329.72,2023-06-20,6,Jun,2,2023,59.06,2.443
Cardinal Goods,Brand C,Electronics,261.03,357.42,161,406,57544.62,42025.83,15518.79,2023-09-15,9,Sep,3,2023,26.97,1.369
Apex Supplies,Brand A,Furniture,389.05,818.69,100,289,81869.0,38905.0,42964.0,2023-06-04,6,Jun,2,2023,52.48,2.104
Heritage Inc.,Brand H,Food & Beverage,31.58,64.11,189,104,12116.79,5968.62,6148.17,2023-05-29,5,May,2,2023,50.74,2.03
Blue Ridge Co.,Brand B,Furniture,349.73,552.83,122,104,67445.26,42667.06,24778.2,2023-12-17,12,Dec,4,2023,36.74,1.581
Cardinal Goods,Brand C,Furniture,327.64,369.16,90,324,33224.4,29487.6,3736.8,2023-10-16,10,Oct,4,2023,11.25,1.127
Heritage Inc.,Brand H,Clothing,123.43,254.97,132,14,33656.04,16292.76,17363.28,2023-04-13,4,Apr,2,2023,51.59,2.066
Heritage Inc.,Brand H,Electronics,343.86,833.41,14,174,11667.74,4814.04,6853.7,2023-04-26,4,Apr,2,2023,58.74,2.424
Delta Traders,Brand D,Health & Beauty,470.69,934.3,161,258,150422.3,75781.09,74641.21,2023-05-04,5,May,2,2023,49.62,1.985
Delta Traders,Brand D,Sporting Goods,32.93,56.29,150,210,8443.5,4939.5,3504.0,2023-07-05,7,Jul,3,2023,41.5,1.709
Eagle Exports,Brand E,Sporting Goods,166.63,305.8,176,411,53820.8,29326.88,24493.92,2023-01-02,1,Jan,1,2023,45.51,1.835
FairWay Corp.,Brand F,Electronics,224.71,309.98,131,258,40607.38,29437.01,11170.37,2023-09-11,9,Sep,3,2023,27.51,1.379
Eagle Exports,Brand E,Office Supplies,450.64,969.22,85,101,82383.7,38304.4,44079.3,2023-07-14,7,Jul,3,2023,53.5,2.151
Global Mart,Brand G,Office Supplies,481.51,1032.83,151,259,155957.33,72708.01,83249.32,2023-03-04,3,Mar,1,2023,53.38,2.145
Blue Ridge Co.,Brand B,Office Supplies,227.62,296.75,196,343,58163.0,44613.52,13549.48,2023-11-21,11,Nov,4,2023,23.3,1.304
Global Mart,Brand G,Health & Beauty,377.51,879.28,21,158,18464.88,7927.71,10537.17,2023-05-25,5,May,2,2023,57.07,2.329
Junction LLC,Brand J,Sporting Goods,270.51,399.51,171,44,68316.21,46257.21,22059.0,2023-09-12,9,Sep,3,2023,32.29,1.477
Global Mart,Brand G,Electronics,273.51,676.98,26,442,17601.48,7111.26,10490.22,2023-10-26,10,Oct,4,2023,59.6,2.475
Apex Supplies,Brand A,Sporting Goods,146.27,239.31,41,300,9811.71,5997.07,3814.64,2023-07-11,7,Jul,3,2023,38.88,1.636
Global Mart,Brand G,Furniture,116.31,156.91,122,250,19143.02,14189.82,4953.2,2023-08-10,8,Aug,3,2023,25.87,1.349
Eagle Exports,Brand E,Food & Beverage,151.12,240.64,38,330,9144.32,5742.56,3401.76,2023-12-22,12,Dec,4,2023,37.2,1.592
Cardinal Goods,Brand C,Food & Beverage,282.6,485.01,88,164,42680.88,24868.8,17812.08,2023-06-04,6,Jun,2,2023,41.73,1.716
Cardinal Goods,Brand C,Sporting Goods,24.29,29.08,11,192,319.88,267.19,52.69,2023-09-09,9,Sep,3,2023,16.47,1.197
Delta Traders,Brand D,Clothing,454.55,867.97,29,8,25171.13,13181.95,11989.18,2023-01-12,1,Jan,1,2023,47.63,1.91
Blue Ridge Co.,Brand B,Health & Beauty,86.58,167.68,60,400,10060.8,5194.8,4866.0,2023-07-17,7,Jul,3,2023,48.37,1.937
Blue Ridge Co.,Brand B,Office Supplies,117.84,251.53,195,373,49048.35,22978.8,26069.55,2023-03-18,3,Mar,1,2023,53.15,2.135
Apex Supplies,Brand A,Health & Beauty,263.96,301.14,193,64,58120.02,50944.28,7175.74,2023-11-27,11,Nov,4,2023,12.35,1.141
Eagle Exports,Brand E,Health & Beauty,357.96,664.99,61,386,40564.39,21835.56,18728.83,2023-04-26,4,Apr,2,2023,46.17,1.858
Delta Traders,Brand D,Furniture,56.91,66.82,147,494,9822.54,8365.77,1456.77,2023-05-25,5,May,2,2023,14.83,1.174
Junction LLC,Brand J,Health & Beauty,165.67,344.86,174,281,60005.64,28826.58,31179.06,2023-04-11,4,Apr,2,2023,51.96,2.082
Blue Ridge Co.,Brand B,Food & Beverage,484.65,570.93,177,180,101054.61,85783.05,15271.56,2023-09-13,9,Sep,3,2023,15.11,1.178
Cardinal Goods,Brand C,Furniture,138.55,329.25,22,414,7243.5,3048.1,4195.4,2023-08-25,8,Aug,3,2023,57.92,2.376
Global Mart,Brand G,Electronics,163.39,340.33,78,281,26545.74,12744.42,13801.32,2023-04-21,4,Apr,2,2023,51.99,2.083
Global Mart,Brand G,Health & Beauty,419.88,760.13,113,278,85894.69,47446.44,38448.25,2023-09-22,9,Sep,3,2023,44.76,1.81
Delta Traders,Brand D,Health & Beauty,34.61,59.46,185,29,11000.1,6402.85,4597.25,2023-07-27,7,Jul,3,2023,41.79,1.718
Eagle Exports,Brand E,Electronics,237.66,304.9,123,265,37502.7,29232.18,8270.52,2023-11-08,11,Nov,4,2023,22.05,1.283
Eagle Exports,Brand E,Health & Beauty,196.01,295.47,142,327,41956.74,27833.42,14123.32,2023-07-28,7,Jul,3,2023,33.66,1.507
FairWay Corp.,Brand F,Electronics,165.13,382.53,44,491,16831.32,7265.72,9565.6,2023-04-06,4,Apr,2,2023,56.83,2.317
Icon Wholesale,Brand I,Furniture,149.99,354.91,144,216,51107.04,21598.56,29508.48,2023-06-13,6,Jun,2,2023,57.74,2.366
Blue Ridge Co.,Brand B,Food & Beverage,54.77,60.3,97,319,5849.1,5312.69,536.41,2023-09-20,9,Sep,3,2023,9.17,1.101
Eagle Exports,Brand E,Electronics,164.26,317.32,77,405,24433.64,12648.02,11785.62,2023-01-30,1,Jan,1,2023,48.24,1.932
Cardinal Goods,Brand C,Clothing,31.1,65.53,140,398,9174.2,4354.0,4820.2,2023-05-24,5,May,2,2023,52.54,2.107
Delta Traders,Brand D,Electronics,392.67,772.09,55,378,42464.95,21596.85,20868.1,2023-06-15,6,Jun,2,2023,49.14,1.966
Junction LLC,Brand J,Health & Beauty,205.13,249.1,51,104,12704.1,10461.63,2242.47,2023-11-08,11,Nov,4,2023,17.65,1.214
FairWay Corp.,Brand F,Office Supplies,227.51,319.61,102,183,32600.22,23206.02,9394.2,2023-06-28,6,Jun,2,2023,28.82,1.405
